Nstudy,Study,YearStudy,Age,Name,Forest.cov,MeanHabitat,BGroupOverall,BGroupBRealm,BGroupBiome,BGroupContIsla,nAi,nAk,Ai,Ak,RRR,nSi,nSk,Dissim,Sim_S_toOGF,Sor_in_OGF,RRS,StudyTaxa,Ntaxa,Taxa,Country,Continent_Island,Site,Biogeographic_realms,Nbiome,Biome,Mean_Longitude,Mean_Latitude,Mean_Elevation,Mean_Rainfall,Matrix_Means,Matrix,Ndist,Previous_Use,Methods,MeanMet,N,Gamma,List,Data,MeanData,Moist_Forest_specialist,p.ForSpec,InSpp,p.In,SDSpp,p.SD,GrSpp,p.Gr,PrSpp,p.Pr,PoSpp,p.Po,ScSpp,p.Sc,GzSpp,p.Gz
35,Black_and_Loiselle,2001,NA,35.Black_and_Loiselle.2001.NA,OGF,Old_Growth_Forest,BirdsOGF,NeotropicBirdsOGF,1.TropMoBirdsOGF,ContinentBirdsOGF,1,1,109,109,0,1,1,0.000,1.000,1.000,0.000,10,3,Birds,Costa_Rica,Continent,La_Selva_Biological_Station,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-86,10,60,4000,2,Fragmented,5,U,BMN,Birds_Mist_nets,3,249,Yes,P,Presence,59,0.541284404,60,0.550458716,30,0.275229358,4,0.036697248,3,0.027522936,12,0.110091743,0,0,0,0
36,Smith_etal,2001,8,36.Smith_etal.2001.8,YSF,Early_Forest_successional_stage,BirdsYSF,NeotropicBirdsYSF,2.TropDryBirdsYSF,ContinentBirdsYSF,1,1,60,70,-0.15415068,1,1,0.292,0.708,1.000,-0.346,11,3,Birds,Mexico,Continent,Calakmul_Model_Forest,Neotropic,2.TropDry,Tropical_and_Subtropical_Dry_Broadleaf_Forest,-89,18,125,1050,3,Mixed,4,SB,BTC,Birds_Transect_Census,3,89,Yes,PO,Proportion_of_detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,Smith_etal,2001,20,36.Smith_etal.2001.20,MSF,Mid_Forest_successional_stage,BirdsMSF,NeotropicBirdsMSF,2.TropDryBirdsMSF,ContinentBirdsMSF,1,1,52,70,-0.297251523,1,1,0.295,0.705,1.000,-0.350,11,3,Birds,Mexico,Continent,Calakmul_Model_Forest,Neotropic,2.TropDry,Tropical_and_Subtropical_Dry_Broadleaf_Forest,-89,18,125,1050,3,Mixed,4,SB,BTC,Birds_Transect_Census,3,89,Yes,PO,Proportion_of_detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,Smith_etal,2001,50,36.Smith_etal.2001.50,OGF,Late_Forest_successional_stage,BirdsOGF,NeotropicBirdsOGF,2.TropDryBirdsOGF,ContinentBirdsOGF,1,1,70,70,0,1,1,0.000,1.000,1.000,0.000,11,3,Birds,Mexico,Continent,Calakmul_Model_Forest,Neotropic,2.TropDry,Tropical_and_Subtropical_Dry_Broadleaf_Forest,-89,18,125,1050,3,Mixed,5,U,BTC,Birds_Transect_Census,3,89,Yes,PO,Proportion_of_detection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,Zhijun_and_Young,2003,6,37.Zhijun_and_Young.2003.6,YSF,mean.Jinuo_6a.Mengsong_6a,BirdsYSF,Indo_MalayBirdsYSF,1.TropMoBirdsYSF,ContinentBirdsYSF,2,4,80,104,-0.262364264,NA,NA,NA,NA,NA,NA,12,3,Birds,China,Continent,Jinuo_in_southern_Yunnan,Indo_Malay,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,101,22,750,1700,3,Mixed,4,SB,BTC,Birds_Transect_Census,6,174,No,R,Species_richness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,Zhijun_and_Young,2003,6,37.Zhijun_and_Young.2003.6,YSF,mean.Jinuo_6a.Mengsong_6a,BirdsYSF,Indo_MalayBirdsYSF,1.TropMoBirdsYSF,ContinentBirdsYSF,2,4,80,104,-0.262364264,NA,NA,NA,NA,NA,NA,12,3,Birds,China,Continent,Mengsong_in_southern_Yunnan,Indo_Malay,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,101,22,750,1700,3,Mixed,4,SB,BTC,Birds_Transect_Census,6,174,No,R,Species_richness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,Zhijun_and_Young,2003,NA,37.Zhijun_and_Young.2003.NA,OGF,mean.Jinuo_F.Jinuo_E.Mengsong_E.Mengson_F,BirdsOGF,Indo_MalayBirdsOGF,1.TropMoBirdsOGF,ContinentBirdsOGF,4,4,104,104,0,NA,NA,NA,NA,NA,NA,12,3,Birds,China,Continent,Jinuo_in_southern_Yunnan,Indo_Malay,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,101,22,900,1700,3,Mixed,4,U,BTC,Birds_Transect_Census,6,174,No,R,Species_richness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,Zhijun_and_Young,2003,NA,37.Zhijun_and_Young.2003.NA,OGF,mean.Jinuo_F.Jinuo_E.Mengsong_E.Mengson_F,BirdsOGF,Indo_MalayBirdsOGF,1.TropMoBirdsOGF,ContinentBirdsOGF,4,4,104,104,0,NA,NA,NA,NA,NA,NA,12,3,Birds,China,Continent,Jinuo_in_southern_Yunnan,Indo_Malay,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,101,22,1400,1700,3,Mixed,5,U,BTC,Birds_Transect_Census,6,174,No,R,Species_richness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,Zhijun_and_Young,2003,NA,37.Zhijun_and_Young.2003.NA,OGF,mean.Jinuo_F.Jinuo_E.Mengsong_E.Mengson_F,BirdsOGF,Indo_MalayBirdsOGF,1.TropMoBirdsOGF,ContinentBirdsOGF,4,4,104,104,0,NA,NA,NA,NA,NA,NA,12,3,Birds,China,Continent,Mengsong_in_southern_Yunnan,Indo_Malay,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,101,22,1400,1700,3,Mixed,5,U,BTC,Birds_Transect_Census,6,174,No,R,Species_richness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,Zhijun_and_Young,2003,NA,37.Zhijun_and_Young.2003.NA,OGF,mean.Jinuo_F.Jinuo_E.Mengsong_E.Mengson_F,BirdsOGF,Indo_MalayBirdsOGF,1.TropMoBirdsOGF,ContinentBirdsOGF,4,4,104,104,0,NA,NA,NA,NA,NA,NA,12,3,Birds,China,Continent,Mengsong_in_southern_Yunnan,Indo_Malay,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,101,22,900,1700,3,Mixed,4,U,BTC,Birds_Transect_Census,6,174,No,R,Species_richness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,Naidoo,2004,13,38.Naidoo.2004.13,YSF,Regen_Forest,BirdsYSF,AfrotropicBirdsYSF,1.TropMoBirdsYSF,ContinentBirdsYSF,1,1,77,59,0.266267978,1,1,0.250,0.750,1.000,-0.288,13,3,Birds,Uganda,Continent,Mabira_Forest_Reserve,Afrotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,32,0,1150,1325,3,Mixed,4,SB,BAS,Bird_Acoustic_Stations,2,118,Yes,A,Abundance,33,0.428571429,54,0.701298701,14,0.181818182,6,0.077922078,2,0.025974026,1,0.012987013,0,0,0,0
38,Naidoo,2004,NA,38.Naidoo.2004.NA,OGF,Intact_Forest,BirdsOGF,AfrotropicBirdsOGF,1.TropMoBirdsOGF,ContinentBirdsOGF,1,1,59,59,0,1,1,0.000,1.000,1.000,0.000,13,3,Birds,Uganda,Continent,Mabira_Forest_Reserve,Afrotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,32,0,1150,1325,3,Mixed,5,U,BAS,Bird_Acoustic_Stations,2,118,Yes,A,Abundance,29,0.491525424,38,0.644067797,17,0.288135593,3,0.050847458,1,0.016949153,0,0,0,0,0,0
39,Antongiovanni_and_Metzger,2005,16,39.Antongiovanni_and_Metzger.2005.16,YSF,Cecropia_matrix_CutNotBurn,BirdsYSF,NeotropicBirdsYSF,1.TropMoBirdsYSF,ContinentBirdsYSF,1,1,6,7,-0.15415068,1,1,0.077,0.923,1.000,-0.080,14,3,Birds,Brazil,Continent,BDFFP_Biological_Dynamics_of_Forest_Fragments_Project,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-60,-2,150,2500,2,Fragmented,4,SB,PBE,Play_back_effort,3,7,Yes,F,Frecuency_of_detection,6,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0
39,Antongiovanni_and_Metzger,2005,19,39.Antongiovanni_and_Metzger.2005.19,YSF,Vismia_matrix_CutAndBurn,BirdsYSF,NeotropicBirdsYSF,1.TropMoBirdsYSF,ContinentBirdsYSF,1,1,5,7,-0.336472237,1,1,0.167,0.833,1.000,-0.182,14,3,Birds,Brazil,Continent,BDFFP_Biological_Dynamics_of_Forest_Fragments_Project,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-60,-2,150,2500,2,Fragmented,4,SB,PBE,Play_back_effort,3,7,Yes,F,Frecuency_of_detection,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0
39,Antongiovanni_and_Metzger,2005,NA,39.Antongiovanni_and_Metzger.2005.NA,OGF,Continuous_Forest,BirdsOGF,NeotropicBirdsOGF,1.TropMoBirdsOGF,ContinentBirdsOGF,1,1,7,7,0,1,1,0.000,1.000,1.000,0.000,14,3,Birds,Brazil,Continent,BDFFP_Biological_Dynamics_of_Forest_Fragments_Project,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-60,-2,150,2500,2,Fragmented,5,U,PBE,Play_back_effort,3,7,Yes,F,Frecuency_of_detection,7,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0
40,Sodhi_etal,2005,40,40.Sodhi_etal.2005.40,MSF,SEC_Secondary_forest,BirdsMSF,Indo_MalayBirdsMSF,1.TropMoBirdsMSF,IslandBirdsMSF,1,1,29,29,0,1,1,0.138,0.862,1.000,-0.148,15,3,Birds,Indonesia,Island,Lore_Lindu_National_Park_central_Sulawesi,Indo_Malay,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,120,-1,1000,3000,3,Mixed,4,SB,BPM,Birds_Point_Counts_and_Mist_Nets,2,35,Yes,F,Frecuency_of_detection,18,0.620689655,12,0.413793103,10,0.344827586,2,0.068965517,4,0.137931034,1,0.034482759,0,0,0,0
40,Sodhi_etal,2005,NA,40.Sodhi_etal.2005.NA,OGF,PRI_Primary_forest,BirdsOGF,Indo_MalayBirdsOGF,1.TropMoBirdsOGF,IslandBirdsOGF,1,1,29,29,0,1,1,0.000,1.000,1.000,0.000,15,3,Birds,Indonesia,Island,Lore_Lindu_National_Park_central_Sulawesi,Indo_Malay,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,120,-1,1200,3000,3,Mixed,5,U,BPM,Birds_Point_Counts_and_Mist_Nets,2,35,Yes,F,Frecuency_of_detection,17,0.586206897,12,0.413793103,10,0.344827586,2,0.068965517,4,0.137931034,1,0.034482759,0,0,0,0
41,Wijesinghe_and_Brooke,2005,6,41.Wijesinghe_and_Brooke.2005.6,YSF,Abandoned,BirdsYSF,Indo_MalayBirdsYSF,1.TropMoBirdsYSF,IslandBirdsYSF,1,1,32,46,-0.362905494,1,1,0.513,0.487,1.000,-0.719,16,3,Birds,Sri_Lanka,Island,Sinharaja_forest,Indo_Malay,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,80,6,700,4375,2,Fragmented,1,CA,BPCe,Birds_Plots_Censured,3,66,Yes,MRA,Mean_Relative_Abundance,5,0.15625,17,0.53125,8,0.25,3,0.09375,3,0.09375,0,0,1,0.03125,0,0
41,Wijesinghe_and_Brooke,2005,NA,41.Wijesinghe_and_Brooke.2005.NA,OGF,Unlogged,BirdsOGF,Indo_MalayBirdsOGF,1.TropMoBirdsOGF,IslandBirdsOGF,1,1,46,46,0,1,1,0.000,1.000,1.000,0.000,16,3,Birds,Sri_Lanka,Island,Sinharaja_forest,Indo_Malay,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,80,6,700,4375,2,Fragmented,5,U,BPCe,Birds_Plots_Censured,3,66,Yes,MRA,Mean_Relative_Abundance,24,0.52173913,24,0.52173913,15,0.326086957,3,0.065217391,2,0.043478261,1,0.02173913,1,0.02173913,0,0
42,Renner_etal,2006,7,42.Renner_etal.2006.7,YSF,Secondary_forest,BirdsYSF,NeotropicBirdsYSF,1.TropMoBirdsYSF,ContinentBirdsYSF,1,1,55,51,0.075507553,NA,NA,NA,NA,NA,NA,17,3,Birds,Guatemala,Continent,Sierra_Yalijux,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-90,15,2250,4000,2,Fragmented,4,SB,TCM,Birds_Transect_Census_and_Mist_Nets,2,99,No,R,Species_richness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,Renner_etal,2006,NA,42.Renner_etal.2006.NA,OGF,Primary_Forest,BirdsOGF,NeotropicBirdsOGF,1.TropMoBirdsOGF,ContinentBirdsOGF,1,1,51,51,0,NA,NA,NA,NA,NA,NA,17,3,Birds,Guatemala,Continent,Sierra_Yalijux,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-90,15,2250,4000,2,Fragmented,5,U,TCM,Birds_Transect_Census_and_Mist_Nets,2,99,No,R,Species_richness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,Barlow_etal,2007,16,43.Barlow_etal.2007.16,YSF,Secondary_forest,BirdsYSF,NeotropicBirdsYSF,1.TropMoBirdsYSF,ContinentBirdsYSF,1,1,126,180,-0.356674944,1,1,0.549,0.451,1.000,-0.796,18,3,Birds,Brazil,Continent,Jari_River,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-52,-1,100,2115,1,Continuous_Forest,4,SB,BPM,Birds_Point_Counts_and_Mist_Nets,2,255,Yes,A,Abundance,55,0.436507937,79,0.626984127,26,0.206349206,11,0.087301587,1,0.007936508,10,0.079365079,0,0,0,0
43,Barlow_etal,2007,35,43.Barlow_etal.2007.35,OGF,Primary_Forest,BirdsOGF,NeotropicBirdsOGF,1.TropMoBirdsOGF,ContinentBirdsOGF,1,1,180,180,0,1,1,0.000,1.000,1.000,0.000,18,3,Birds,Brazil,Continent,Jari_River,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-52,-1,100,2115,1,Continuous_Forest,5,U,BPM,Birds_Point_Counts_and_Mist_Nets,2,255,Yes,A,Abundance,121,0.672222222,113,0.627777778,36,0.2,20,0.111111111,4,0.022222222,9,0.05,0,0,0,0
44,Borges,2007,4,44.Borges.2007.4,YSF,mean.Young1.2.3.4,BirdsYSF,NeotropicBirdsYSF,1.TropMoBirdsYSF,ContinentBirdsYSF,4,4,29.75,28.5,0.042925045,NA,NA,NA,NA,NA,NA,19,3,Birds,Brazil,Continent,Jau_National_Park,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-61,-1,150,2500,3,Mixed,4,SB,BTC,Birds_Transect_Census,12,150,No,R,Species_richness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,Borges,2007,4,44.Borges.2007.4,YSF,mean.Young1.2.3.4,BirdsYSF,NeotropicBirdsYSF,1.TropMoBirdsYSF,ContinentBirdsYSF,4,4,29.75,28.5,0.042925045,NA,NA,NA,NA,NA,NA,19,3,Birds,Brazil,Continent,Jau_National_Park,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-61,-1,150,2500,1,Continuous_Forest,4,SB,BTC,Birds_Transect_Census,12,150,No,R,Species_richness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,Borges,2007,4,44.Borges.2007.4,YSF,mean.Young1.2.3.4,BirdsYSF,NeotropicBirdsYSF,1.TropMoBirdsYSF,ContinentBirdsYSF,4,4,29.75,28.5,0.042925045,NA,NA,NA,NA,NA,NA,19,3,Birds,Brazil,Continent,Jau_National_Park,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-61,-1,150,2500,1,Continuous_Forest,4,SB,BTC,Birds_Transect_Census,12,150,No,R,Species_richness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,Borges,2007,4,44.Borges.2007.4,YSF,mean.Young1.2.3.4,BirdsYSF,NeotropicBirdsYSF,1.TropMoBirdsYSF,ContinentBirdsYSF,4,4,29.75,28.5,0.042925045,NA,NA,NA,NA,NA,NA,19,3,Birds,Brazil,Continent,Jau_National_Park,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-61,-1,150,2500,1,Continuous_Forest,4,SB,BTC,Birds_Transect_Census,12,150,No,R,Species_richness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,Borges,2007,11,44.Borges.2007.11,YSF,mean.Middle_aged5.6.7.8,BirdsYSF,NeotropicBirdsYSF,1.TropMoBirdsYSF,ContinentBirdsYSF,4,4,40.25,28.5,0.345205917,NA,NA,NA,NA,NA,NA,19,3,Birds,Brazil,Continent,Jau_National_Park,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-61,-1,150,2500,3,Mixed,4,SB,BTC,Birds_Transect_Census,12,150,No,R,Species_richness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,Borges,2007,11,44.Borges.2007.11,YSF,mean.Middle_aged5.6.7.8,BirdsYSF,NeotropicBirdsYSF,1.TropMoBirdsYSF,ContinentBirdsYSF,4,4,40.25,28.5,0.345205917,NA,NA,NA,NA,NA,NA,19,3,Birds,Brazil,Continent,Jau_National_Park,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-61,-1,150,2500,1,Continuous_Forest,4,SB,BTC,Birds_Transect_Census,12,150,No,R,Species_richness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,Borges,2007,11,44.Borges.2007.11,YSF,mean.Middle_aged5.6.7.8,BirdsYSF,NeotropicBirdsYSF,1.TropMoBirdsYSF,ContinentBirdsYSF,4,4,40.25,28.5,0.345205917,NA,NA,NA,NA,NA,NA,19,3,Birds,Brazil,Continent,Jau_National_Park,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-61,-1,150,2500,1,Continuous_Forest,4,SB,BTC,Birds_Transect_Census,12,150,No,R,Species_richness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,Borges,2007,11,44.Borges.2007.11,YSF,mean.Middle_aged5.6.7.8,BirdsYSF,NeotropicBirdsYSF,1.TropMoBirdsYSF,ContinentBirdsYSF,4,4,40.25,28.5,0.345205917,NA,NA,NA,NA,NA,NA,19,3,Birds,Brazil,Continent,Jau_National_Park,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-61,-1,150,2500,3,Mixed,4,SB,BTC,Birds_Transect_Census,12,150,No,R,Species_richness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,Borges,2007,30,44.Borges.2007.30,OGF,mean.Old10.9.11.12,BirdsOGF,NeotropicBirdsOGF,1.TropMoBirdsOGF,ContinentBirdsOGF,4,4,28.5,28.5,0,NA,NA,NA,NA,NA,NA,19,3,Birds,Brazil,Continent,Jau_National_Park,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-61,-1,150,2500,1,Continuous_Forest,5,U,BTC,Birds_Transect_Census,12,150,No,R,Species_richness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,Borges,2007,30,44.Borges.2007.30,OGF,mean.Old10.9.11.12,BirdsOGF,NeotropicBirdsOGF,1.TropMoBirdsOGF,ContinentBirdsOGF,4,4,28.5,28.5,0,NA,NA,NA,NA,NA,NA,19,3,Birds,Brazil,Continent,Jau_National_Park,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-61,-1,150,2500,1,Continuous_Forest,5,U,BTC,Birds_Transect_Census,12,150,No,R,Species_richness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,Borges,2007,30,44.Borges.2007.30,OGF,mean.Old10.9.11.12,BirdsOGF,NeotropicBirdsOGF,1.TropMoBirdsOGF,ContinentBirdsOGF,4,4,28.5,28.5,0,NA,NA,NA,NA,NA,NA,19,3,Birds,Brazil,Continent,Jau_National_Park,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-61,-1,150,2500,3,Mixed,5,U,BTC,Birds_Transect_Census,12,150,No,R,Species_richness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,Borges,2007,30,44.Borges.2007.30,OGF,mean.Old10.9.11.12,BirdsOGF,NeotropicBirdsOGF,1.TropMoBirdsOGF,ContinentBirdsOGF,4,4,28.5,28.5,0,NA,NA,NA,NA,NA,NA,19,3,Birds,Brazil,Continent,Jau_National_Park,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-61,-1,150,2500,1,Continuous_Forest,5,U,BTC,Birds_Transect_Census,12,150,No,R,Species_richness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,Odea_and_Whittaker,2007,17,45.Odea_and_Whittaker.2007.17,YSF,Secondary_forest,BirdsYSF,NeotropicBirdsYSF,1.TropMoBirdsYSF,ContinentBirdsYSF,1,1,141,125,0.120446153,1,1,0.226,0.774,1.000,-0.256,20,3,Birds,Ecuador,Continent,Maquipuna_and_SantaLucia_Reserves_Pichincha,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-78,0,1150,3200,3,Mixed,1,CA,BPC,Birds_Point_Counts,2,200,Yes,A,Abundance,43,0.304964539,76,0.539007092,48,0.340425532,3,0.021276596,0,0,14,0.09929078,0,0,0,0
45,Odea_and_Whittaker,2007,50,45.Odea_and_Whittaker.2007.50,OGF,Primary_Forest,BirdsOGF,NeotropicBirdsOGF,1.TropMoBirdsOGF,ContinentBirdsOGF,1,1,125,125,0,1,1,0.000,1.000,1.000,0.000,20,3,Birds,Ecuador,Continent,Maquipuna_and_SantaLucia_Reserves_Pichincha,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-78,0,1150,3200,3,Mixed,5,U,BPC,Birds_Point_Counts,2,200,Yes,A,Abundance,38,0.304,68,0.544,40,0.32,1,0.008,1,0.008,15,0.12,0,0,0,0
46,Parry_etal,2007,16,46.Parry_etal.2007.16,YSF,Secondary_forest,BirdsYSF,NeotropicBirdsYSF,1.TropMoBirdsYSF,ContinentBirdsYSF,1,1,9,11,-0.200670695,1,1,0.200,0.800,1.000,-0.223,21,3,Birds,Brazil,Continent,Jari_River,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-52,-1,100,2115,3,Mixed,4,SB,BTC,Birds_Transect_Census,2,12,Yes,A,Abundance,3,0.333333333,2,0.222222222,4,0.444444444,3,0.333333333,0,0,0,0,0,0,0,0
46,Parry_etal,2007,NA,46.Parry_etal.2007.NA,OGF,Primary_Forest,BirdsOGF,NeotropicBirdsOGF,1.TropMoBirdsOGF,ContinentBirdsOGF,1,1,11,11,0,1,1,0.000,1.000,1.000,0.000,21,3,Birds,Brazil,Continent,Jari_River,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-52,-1,100,2115,3,Mixed,5,U,BTC,Birds_Transect_Census,2,12,Yes,A,Abundance,5,0.454545455,3,0.272727273,4,0.363636364,4,0.363636364,0,0,0,0,0,0,0,0
47,Woinarski_etal,2009,0,47.Woinarski_etal.2009.0,ES,Cleared,BirdsES,AustralasiaBirdsES,3.TropGrSSBirdsES,ContinentBirdsES,1,1,38,87,-0.828321959,1,1,0.568,0.432,1.000,-0.839,22,3,Birds,Australia,Continent,Daly_River,Australasia,3.TropGrSS,Tropical_and_Subtropical_Grasslands_Savannas_and_Shrublands,132,-14,100,1200,3,Mixed,3,P,QBS,Quadrant_Bird_Survey,3,111,Yes,A,Abundance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,Woinarski_etal,2009,35,47.Woinarski_etal.2009.35,MSF,Regrowth,BirdsMSF,AustralasiaBirdsMSF,3.TropGrSSBirdsMSF,ContinentBirdsMSF,1,1,81,87,-0.071458964,1,1,0.262,0.738,1.000,-0.304,22,3,Birds,Australia,Continent,Daly_River,Australasia,3.TropGrSS,Tropical_and_Subtropical_Grasslands_Savannas_and_Shrublands,132,-14,100,1200,3,Mixed,3,P,QBS,Quadrant_Bird_Survey,3,111,Yes,A,Abundance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,Woinarski_etal,2009,NA,47.Woinarski_etal.2009.NA,OGF,Intact_Forest,BirdsOGF,AustralasiaBirdsOGF,3.TropGrSSBirdsOGF,ContinentBirdsOGF,1,1,87,87,0,1,1,0.000,1.000,1.000,0.000,22,3,Birds,Australia,Continent,Daly_River,Australasia,3.TropGrSS,Tropical_and_Subtropical_Grasslands_Savannas_and_Shrublands,132,-14,100,1200,3,Mixed,5,U,QBS,Quadrant_Bird_Survey,3,111,Yes,A,Abundance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,Martin_and_Blackburn,2010,30,48.Martin_and_Blackburn.2010.30,MSF,Regenerating_Secondary_Forest,BirdsMSF,Indo_MalayBirdsMSF,1.TropMoBirdsMSF,IslandBirdsMSF,1,1,35,29,0.188052232,1,1,0.188,0.813,1.000,-0.208,23,3,Birds,Indonesia,Island,Lambusango_Forest_Reserve_Buton_Island_Sulawesi,Indo_Malay,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,122,-5,675,1750,3,Mixed,1,CA,BPC,Birds_Point_Counts,2,65,Yes,MRA,Mean_Relative_Abundance,20,0.571428571,13,0.371428571,17,0.485714286,2,0.057142857,3,0.085714286,0,0,0,0,0,0
48,Martin_and_Blackburn,2010,NA,48.Martin_and_Blackburn.2010.NA,OGF,Primary_Forest,BirdsOGF,Indo_MalayBirdsOGF,1.TropMoBirdsOGF,IslandBirdsOGF,1,1,29,29,0,1,1,0.000,1.000,1.000,0.000,23,3,Birds,Indonesia,Island,Lambusango_Forest_Reserve_Buton_Island_Sulawesi,Indo_Malay,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,122,-5,350,1750,3,Mixed,5,U,BPC,Birds_Point_Counts,2,65,Yes,MRA,Mean_Relative_Abundance,16,0.551724138,12,0.413793103,14,0.482758621,1,0.034482759,2,0.068965517,0,0,0,0,0,0
